schema|SelectedProfileManifestV1
profile_id|VITHEIM-PRODUCTION-V1
generation|2
default_evidence_state|Specified
stop_id|selection|declared_minimum_dependencies|capability_dependencies|dependency_state|increment|delivery_slices|required_for_claims|capability|executable_owner|integration_retest_owners|required_storage_profile|required_identity_profile|required_runtime_profile|successor_after_skip|support_boundary|dependency_class|reason
0.319.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Governed Plugin Catalog And Storefront|specified:docs/implementation/PHASE_L.md#0.319.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.320.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Connector SDK And Testkit|specified:docs/implementation/PHASE_L.md#0.320.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.321.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Mail, Webhook, And Collaboration Connectors|specified:docs/implementation/PHASE_L.md#0.321.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.322.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Microsoft Defender And Sentinel Connector Pack|specified:docs/implementation/PHASE_L.md#0.322.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.323.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Tenable Vulnerability Connector Pack|specified:docs/implementation/PHASE_L.md#0.323.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.324.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Inbound Service-Desk Mail Intake|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.324.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.325.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Mail Correlation And Work Proposals|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.325.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.326.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|ERP Connector Adapter Profile|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.326.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.327.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Outbound-Only Integration Agent|specified:docs/implementation/PHASE_L.md#0.327.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.328.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Plugin Compatibility And Isolation Suite|specified:docs/implementation/PHASE_L.md#0.328.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.329.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Organization Identity, Trust, And Connection Enrollment|specified:docs/implementation/FEDERATION.md#0.329.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.330.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Federated Shared Spaces And Resource Projections|specified:docs/implementation/FEDERATION.md#0.330.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.331.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Federated Work Exchange And Synchronization|specified:docs/implementation/FEDERATION.md#0.331.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.332.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Managed-Service Asset And Security Delegation|specified:docs/implementation/FEDERATION.md#0.332.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.333.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Federation Conformance, Revocation, And Recovery|specified:docs/implementation/FEDERATION.md#0.333.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.334.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Signed Security Audit Export Contract|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.334.0|0.334.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.335.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Audit Export Delivery And Reconciliation|specified:docs/implementation/PRODUCT_CAPABILITY_COMPLETIONS.md#0.335.0|0.335.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.336.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Late-Domain Authorization Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.336.0|0.336.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.337.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Late-Domain Workflow And Notification Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.337.0|0.337.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.338.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Late-Domain Search And History Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.338.0|0.338.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.339.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Provider-Neutral AI Interface|specified:docs/implementation/PHASE_M.md#0.339.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.340.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Classification, Redaction, And Residency Gateway|specified:docs/implementation/PHASE_M.md#0.340.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.341.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Model, Prompt, And Purpose Registry|specified:docs/implementation/PHASE_M.md#0.341.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.342.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Timeline And Record Summarization|specified:docs/implementation/PHASE_M.md#0.342.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.343.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Similarity And Duplicate Suggestions|specified:docs/implementation/PHASE_M.md#0.343.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.344.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Triage And Next-Action Suggestions|specified:docs/implementation/PHASE_M.md#0.344.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.345.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Natural-Language Query Compiler|specified:docs/implementation/PHASE_M.md#0.345.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.346.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Restricted Command Proposals|specified:docs/implementation/PHASE_M.md#0.346.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.347.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Evaluation, Provenance, And Feedback|specified:docs/implementation/PHASE_M.md#0.347.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.348.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|AI Governance And NIST AI RMF Pack|specified:docs/implementation/PHASE_M.md#0.348.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.349.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Unified Shell And Command Palette|specified:docs/implementation/PHASE_N.md#0.349.0|0.349.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.350.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Role-Specific Workspaces|specified:docs/implementation/PHASE_N.md#0.350.0|0.350.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.351.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Composable Interface Blocks And Dashboard Layouts|specified:docs/implementation/PHASE_N.md#0.351.0|0.351.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.352.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Organization-Scale Information Architecture Profiles|specified:docs/implementation/PHASE_N.md#0.352.0|0.352.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.353.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Workspace Contribution Extension And Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.353.0|0.353.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.354.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Workspace Contribution Composition And Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.354.0|0.354.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.355.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Schema And Form Builder|specified:docs/implementation/PHASE_N.md#0.355.0|0.355.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.356.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Workflow And Policy Builder|specified:docs/implementation/PHASE_N.md#0.356.0|0.356.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.357.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Dashboards And Report Builder|specified:docs/implementation/PHASE_N.md#0.357.0|0.357.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.358.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Request Portal And Generic Cases|specified:docs/implementation/PHASE_N.md#0.358.0|0.358.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.359.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Configuration-As-Code And Signed Changes|specified:docs/implementation/PHASE_N.md#0.359.0|0.359.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.360.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|External API v1 Candidate|specified:docs/implementation/PHASE_N.md#0.360.0|0.360.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.361.0|Deferred|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|independent-optional-profile|none|Private SDK Candidate|specified:docs/implementation/PHASE_N.md#0.361.0|future-successor-required|postgresql-reference|oidc-rbac-abac-selected|Hosted|future-minor-required-after-skip|NotInDefaultV1|optional-outward-only|not required by the default production-v1 claim
0.362.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Import Staging And Validation|specified:docs/implementation/PHASE_N.md#0.362.0|0.362.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.363.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Export Policy Snapshots And Manifests|specified:docs/implementation/PHASE_N.md#0.363.0|0.363.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.364.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|External API Contribution Extension And Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.364.0|0.364.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.365.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Transfer/Configuration Contribution Extension And Backfill|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.365.0|0.365.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.366.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|External API And SDK Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.366.0|0.366.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.367.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Transfer And Configuration Contribution Certification|specified:docs/implementation/ROADMAP_COHERENCE_COMPLETIONS.md#0.367.0|0.367.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.368.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Accessibility, Localization, And Mobile Layouts|specified:docs/implementation/PHASE_N.md#0.368.0|0.368.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.369.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Full-Suite Cross-Surface Differential Suite|specified:docs/implementation/REQUIREMENT_AND_INTEGRATION_COMPLETIONS.md#0.369.0|0.369.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.370.0|Mandatory|0.225.0,0.242.0,0.298.0|0.225.0,0.242.0,0.298.0|DeclaredMinimum|I8-independent-product-profiles|production-common|VITHEIM-PRODUCTION-V1,core-service-operations,security-asset-operations|Operator And Tenant Administration Console|specified:docs/implementation/PHASE_N.md#0.370.0|0.370.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.371.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Cryptographic Primitive And Signature Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.371.0|0.371.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.372.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Default Storage And Tenancy Candidate Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.372.0|0.372.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.373.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Identity And Session Profile Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.373.0|0.373.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.374.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Plugin Runtime And Isolation Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.374.0|0.374.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.375.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Privacy, Retention, Evidence, And Residency Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.375.0|0.375.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.376.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Deployment Shape Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.376.0|0.376.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.377.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|API, SDK, And Publication Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.377.0|0.377.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.378.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|AI Production Enablement Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.378.0|0.378.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.379.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Interchange Profile Freeze Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.379.0|0.379.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
0.380.0|Mandatory|0.38.0,0.225.0,0.300.0|0.38.0,0.225.0,0.300.0|DeclaredMinimum|I9-production-qualification|production-common|VITHEIM-PRODUCTION-V1|Federation Production Enablement Decision|specified:docs/implementation/OPTION_DECISIONS.md#0.380.0|0.380.0,0.424.0|postgresql-reference|oidc-rbac-abac-selected|Hosted|not-applicable|SpecifiedUntilExactStopAndPentest|selected-closure|required by the combined production-v1 claim
